"Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0."
852,75,5177,24639,JAKHOO PUBLIC SCHOOL,NERWA,SHIMLA,171210,9th-10th,,2025-26,9805767076,jpsnerwa@gmail.com
853,76,5234,24640,"SARSWATI VIDYA MANDIR
SCHOOL",DEHA (BALSON),SHIMLA,171220,9th-10th,,2025-26,"78760-55262, 78760-55262","SVMSCHOOLDEHABALSON@GMAIL.
COM"
854,77,5236,24641,JHAKRI PUBLIC SCHOOL,JHAKRI,SHIMLA,172201,9th-10th,,2025-26,"94184-75822, 70187-63430",jpsjhakri3@gmail.com
855,78,5235,24642,VIJAY PUBLIC SCHOOL,SANARSA,SHIMLA,172201,9th-10th,,2025-26,9816037851,vijaypublicschool2@gmail.com
856,79,5268,24643,"MAHESHWARI PUBLIC
SCHOOL",BALAG,SHIMLA,171226,9th-10th,,2025-26,"94186-22405, 94185-88712",mpsbalag@gmail.com
857,80,5269,24644,RAGHAV PUBLIC SCHOOL,BALDEYAN,SHIMLA,171015,9th-10th,,2025-26,8580548854,rpsbaldeyan09@gmail.com
858,81,5306,24645,SUNSHINE INTERNATIONAL PUBLIC SCHOOL,ROHRU,SHIMLA,171207,9th-10th (C ),,2025-26,"1781220039, 88940-30039",sunshineintpsgangtoli@gmail.com
859,82,5307,24646,"ARYA PUBLIC SCHOOL
KHANERI",RAMPUR BSR,SHIMLA,172001,9th-10th (C ),,2025-26,98059-62007,aryapublicschool2017@gmail.com
860,82,5130,24647,PIONEER PUBLIC SCHOOL RAI SHARAN,DANSA,SHIMLA,172001,9th - 10th,,2025-26,8626900715,"pioneerpublilcschoolraisharan@
gmail.com"
861,83,5515,24648,"MARIA MONTESSORI
SCHOOL KUFRI",KRISHAN NAGAR,SHIMLA,171012,9th - 10th,,2025-26,9418029076,pooja.walia@gmail.com
862,84,5516,24649,"MAHAMAYA PUBLIC
SCHOOL",DEWAT,SHIMLA,171211,9th-10th,,2025-26,9816586100,kavitaazta986@gmail.com
863,85,5532,24650,"ANGELS ACADEMY
PUBLIC SCHOOL","SARASWATI
NAGAR",SHIMLA,171206,9th - 10th,,2025-26,9816359007,angelsacademy00@gmail.com
864,86,3732,26002,"SANJAY GANDHI PUBLIC
SR.SEC.SCHOOL",NEW SHIMLA,SHIMLA,171009,9th-+2(Arts/Comm) (C ),,2025-26,"0177-2671146, 98160-27240",sanjaygandhischool@gmail.com
865,87,3795,26004,"MONAL PUBLIC
SR.SEC.SCHOOL",SANJAULI,SHIMLA,171006,9th-+2(Arts)  (C ),,2025-26,"0177-2841265,92188-28518",mps_sanjauli@yahoo.com
866,88,3827,26005,S.D.SR.SEC.SCHOOL,SHIMLA,SHIMLA,171001,9th-+2(Arts/Sci/Comm),,2025-26,"0177-2652020, 98571-47702",sdschoolgajshimla@yahoo.com
867,89,3840,26007,"MAYA PUBLIC SR.SEC.
SCHOOL",SUNI,SHIMLA,171301,9th-+2(Arts),,2025-26,"98170-30401, 0177-2786652",mps.edu.sunni@gmail.com
868,90,3762,26010,"KAMLA MEMO PUBLIC
SR.SEC.SCHOOL",RAMPUR,SHIMLA,172001,9th-+2 (Arts/Sci/Comm),,2025-26,94186-23100,kmpsrampur@gmail.com
869,91,3643,26011,"KOTKHAI PUBLIC SR. SEC
SCHOOL",KOTKHAI,SHIMLA,171202,9th-+2(Arts),,2025-26,"98161-54838, 01783-255340","kotkhaipblicseniorsecondary@gmail
.com"
870,92,3826,26012,ARYA GIRLS SR.SEC.SCHOOL,SHIMLA,SHIMLA,171001,9th-+2(Arts/Sci/Comm),NOC TO CBSE,2025-26,"0177-2807122, 94183-61532",aryagssschool@gmail.com
871,93,3652,26013,"KOTESHWER PUBLIC
SCHOOL",KUMARSAIN,SHIMLA,172029,9th-+2(Sci),,2025-26,"01782-240524,94592-94721",kpskumarsain@gmail.com
872,94,3860,26014,PREM PUBLIC SCHOOL,THEOG,SHIMLA,171201,9th-12th(Com),,2025-26,"98177-77666, 98167-77666",ppstheog@yahoo.com
873,95,3800,26015,"SARAHAN PUBLIC
SR.SEC.SCHOOL",SARAHAN BSR.,SHIMLA,172102,9th-+2 (Arts/Sc./Comm),,2025-26,"94181-69474, 94180-74274",sarahanpublicschool@gmail.com
874,96,3548,26018,SARSWATI VIDYA MANDIR,HALOG DHAMMI,SHIMLA,171103,9th-+2(Sci/Comm),,2025-26,"0177-2007690, 94592-13395",svmhalogDhami@gmail.com
875,97,3856,26019,"ISHAN SR.SEC.PUBLIC
SCHOOL",THEOG,SHIMLA,171201,9th-+2 (Arts/Sci/Comm),,2025-26,"01783-238009, 97363-35090",ipstheog1993@gmail.com
876,98,3869,26020,CRESCENT SR.SEC.SCHOOL,TOTU,SHIMLA,171011,9th-+2(Arts/Sci/Comm),,2025-26,"94189-15707, 0177-2838619",crescentschooltotu@gmail.com
877,99,3777,26021,"SARSWATI VIDYA MANDIR
SR.SEC.  SCHOOL",SAMOLI(ROHRU),SHIMLA,172207,9th-+2(Sc.),,2025-26,"01781-241623, 98573-71887",samoli126@gmail.com
878,100,3781,26022,"HIMALYAN PUBLIC
SR.SEC.SCHOOL",ROHRU,SHIMLA,171207,9th-+2(Com),,2025-26,"94180-42941,01781-24020",himalayans777@gmail.com
879,101,3725,26023,HIMALYAN PUBLIC SCHOOL,NERWA,SHIMLA,171210,9th-+2 (Arts/Sci/comm) (c ),,2025-26,"01783-264292, 94183-15308",newhpsnerwa19@gmail.com
880,102,3470,26025,"PABBER PUBLIC  SR.SEC.
SCHOOL",CHIRGAON,SHIMLA,171208,9th-+2(Sc.),,2025-26,"98161-84581, 01781-277581","rosemarypublicschoolharipur@redif
fmail.com"
881,103,3871,26028,"GLOBAL PUBLIC
SR.SEC.SCHOOL",GHANAHATTI,SHIMLA,171011,9th-+2  (Arts/Comm)  (c ),,2025-26,93180-45210,gsnws.ngo@gmail.com
882,104,4770,26029,ST.XAVIER SCHOOL,SANJAULI,SHIMLA,171006,9th-+2(Arts/Sci/Comm)  (C ),,2025-26,"0177-2842563, 98160-25075",st.jxaviersanjauli1992@gmail.com
883,105,3596,26032,CITY PUBLIC SCHOOL,KAMLA NAGAR,SHIMLA,171006,9th-12th (Arts/Sci),,2025-26,"98166-64753, 98165-98344",sarita344rapta@gmail.com
884,106,3523,26033,MODREN PUBLIC SCHOOL,FAGU,SHIMLA,171209,9th-12th (Arts/Com),,2025-26,"88945-17222, 88945-18222",mpsfagu@gmail.com
885,107,3735,26034,RAMPUR PUBLIC SCHOOL,NOGLI,SHIMLA,172022,9th-12th (Arts/Sci/Comm),,2025-26,94180-50562,rpsngl2010@gmail.com
886,108,3697,26035,"PADMAWATI SARSWATI
VIDYA MANDIR",MATIANA,SHIMLA,171212,9th-10th  (C ),,2025-26,"01783-225227, 94592-26790",psymmatiyana@gmail.com
887,109,4767,26036,"SIGMA SCHOOL OF
SCIENCE","DAKOLAR(RAMP
UR)",SHIMLA,172001,9th-12th (Sci),,2025-26,"98057-46587,98050-73587,
01782-233587",autultandonsigma@gmail.com
888,110,3875,26037,SARSWATI VIDYA MANDIR,VIKASNAGAR,SHIMLA,171009,9th-+2(Sci),,2025-26,94590-91955,svmshimla@gmail.com
889,111,3839,26038,SARSWATI VIDYA MANDIR,SUNI,SHIMLA,171301,9th-+2(Sci),,2025-26,"94181-90414, 0177-2786222",svmschoolsuni@gmail.com
890,112,5179,26039,"MONAL PUBLIC SR.SEC.
SCHOOL",SANJAULI,SHIMLA,171006,11th-12th(Sci/Comm) (c ),,2025-26,"0177-2640322, 9816040322",monalsanjauli@yahoo.com
891,113,3868,26040,SHISHU SHIKSHA NIKETAN,TOTU,SHIMLA,171011,9th-+2(Arts/Sci),,2025-26,"0177-2837477, 98160-37477",ssnshimla@gmail.com
892,114,3740,26041,"SUN SHINE PUBLIC SCHOOL
PADAM NAGAR",RAMPUR BSR.,SHIMLA,172001,9th-+2(Arts/Comm),,2025-26,"01782-234162, 94180-38895",sunshine.school@gmail.com
893,115,3779,26043,S.D.A.V. SCHOOL,ROHRU,SHIMLA,171204,9th-+2(Arts/Comm),,2025-26,94180-68986,writetojitender@rediffmail.com
894,116,3564,26044,"RISING HIGH PUBLIC
SCHOOL",JATHIA DEVI,SHIMLA,171011,9th-+2(Arts/Sci/Comm),,2025-26,"98166-12141, 88948-68032",alka.gupta7@yahoo.com
895,117,3772,26045,"GREEN WOOD HOUSE
SCHOOL",RATNARI,SHIMLA,171225,9th-+2(Arts),,2025-26,98161-48887,jagdishthakurghs@gmail.com
896,118,5488,26046,"C Z MODERN SENIOR SECONDARY SCHOOL MOTI
NIWAS",WARD NO 4 NEW SERI,SHIMLA,171207,9th- 12th(Sci/Comm),,2025-26,94186-51279,kishor.kundansharma@gmail.co m
897,119,3499,26047,BLUE BELLS SCHOOL,DHALLI,SHIMLA,171012,9th-+2(Arts/Comm) (c ),,2025-26,"0177-2842782, 98167-33583",bluebellsschooldhalli@gmail.com
898,1,4323,27512,LOTUS  SCHOOL,PARWANOO,SOLAN,173220,9th-10th,,2025-26,"01792-233765, 98166-48264",manjula.manjusood@gmail.com
899,2,4281,27515,"KRISHANGARH PUBLIC
SCHOOL",KUTHAR,SOLAN,173236,9th-10th (C ),,2025-26,"01972-284853, 98162-38408",kutgharkps@gmail.com
900,3,4146,27516,"HIM SHIKHA ADARSH
VIDYALAYA",BADDI,SOLAN,173205,9th-10th,,2025-26,"98161-31652,01795-
247344,98163-37412",hsavbaddi@gmail.com
901,4,4360,27522,ARYA PUBLIC HIGH SCHOOL,SUBATHU,SOLAN,173206,9th-10th,,2025-26,"01792-275269, 94181-96926","aryapublichighschoolsubathu@gmai
l.com"
902,5,4157,27523,"NIRMAL CHINTAMANI
SCHOOL",BAROTIWALA,SOLAN,174103,9th-10th (C ),,2025-26,"01792-255224, 88945-42647",vishaleverest@gmail.com
903,6,4147,27525,SARSWATI VIDYA MANDIR,BADDI,SOLAN,173205,9th-10th (C ),,2025-26,94180-04927,svmbaddi@gmail.com
904,7,4210,27531,DIVINE PUBLIC SCHOOL,DHARAMPUR,SOLAN,173209,9th-10th,,2025-26,"01792-264497, 94185-26764",devine_public@yahoo.com
905,8,4142,27539,S.V.M.HIGH SCHOOL,ARKI,SOLAN,173208,9th-10th,,2025-26,94189-74362,svmarki@gmail.com
906,9,4214,27540,ADARSH VIDYA MANDIR,DHUNDAN,SOLAN,173235,9th-10th,,2025-26,98821-09844,avmdhundan@yahoo.co.in
907,10,4260,27541,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",KASHLOG,SOLAN,171102,9th-10th,,2025-26,98057-05831,svmkashlog1976@gmail.com
908,11,4291,27543,"HIM ADARSH PUBLIC
SCHOOL",MAMLIGH,SOLAN,173222,9th-10th,,2025-26,"01792-289711, 98164-19423,
98164-06661",h.a.p.s.mamligh@gmail.com
909,12,4280,27547,D.B.PUBLIC SCHOOL,KURANWALA,SOLAN,174103,9th-10th (C ),,2025-26,"98169-97566, 98827-07017",dbpublicschool73@gmail.com
910,13,4194,27549,DHRUVA ADRASH VIDYALYA,CHHIACHHI,SOLAN,174102,9th-10th,11th-12th(Arts/Sci),2025-26,"098163-94762, 094596-96252,
7807465875",naresh22091982kumar@gmail.com
911,14,4350,27550,"SARSWATI VIDYA NIKETAN
SCHOOL",SHAKTI GHAT,SOLAN,173225,9th-10th,,2025-26,9882484816,s.v.nschoolskt816@gmail.com
912,15,4306,27551,GITANJALI SMART SCHOOL,NALAGARH,SOLAN,174101,9th-10th (c ),,2025-26,"98162-00112, 01795-220312",thegss12@gmail.com
913,16,4288,27552,SARSWATI PUBLIC SCHOOL,LOHARGHAT,SOLAN,174102,9th-10th (C ),,2025-26,"01795-232162,98054-42835",sps.loharghat001@gmail.com
914,17,4244,27554,"CRESCENT MOON PUBLIC
SCHOOL",JHAR MAJRI,SOLAN,174103,9th-10th (C ),,2025-26,98164-42035,aryadeepkumar15@gmail.com
915,18,4760,27561,GURU ACHARAN VIDYALYA,NANGAL,SOLAN,174101,9th-10th (c ),,2025-26,"94181-96329, 93188-64602,
83503-21269",rajeshrana346@gmail.com
916,19,4762,27563,"PURV GURUKUL
INTERNATIONAL SCHOOL",JATHOT,SOLAN,171102,9th-10th (c ),,2025-26,"98162-89443,01796-317150",purvgurukul.7777@gmail.com
917,20,4957,27566,"TAKSHSHILA PUBLIC
SCHOOL",KUFTU,SOLAN,173207,9th-10th,,2025-26,82195-95745,takshshila123@gmail.com
918,21,5123,27569,OM SAI PUBLIC SCHOOL,"BHOOP NAGAR
(DHARAMPUR)",SOLAN,173205,9th-10th,,2025-26,98179-97627,subhash12_verma@gmail.com
919,22,5181,27573,"VIVEKANAND VIDYA
NIKETAN SCHOOL",SADHUPUL,SOLAN,173215,9th-10th,,2025-26,98164-58408 01792-250008,vvn-school@rediffmail.com
920,23,5182,27574,J.L PUBLIC SCHOOL,PATTA MEHLOG,SOLAN,173233,9th-10th,,2025-26,98167-97467,jlpspattamehlog@gmail.com
921,24,5183,27575,LOTUS PUBLIC SCHOOL,JABLI,SOLAN,173209,9th-10th (C ),,2025-26,"98054-24811,",lotuspublicjabli@gmail.com
922,25,5239,27576,"NAVYUGHETNA PUBLIC
SCHOOL",CHAKK DEOLI,SOLAN,174101,9th-10th (C ),,2025-26,9816931649,ncpschool.17@gmail.com
923,26,5240,27577,"MANAV EKTA PUBLIC
SCHOOL","DHILLON
(SULTANPUR)",SOLAN,173229,9th-10th (C ),,2025-26,94181-93552,manavektapublicschool@gmail.com
924,27,5246,27579,RAJVAIDH VIDYADHAR VIDYALANKAR SARASWATI VIDYA MANDIR,THE MALL SOLAN,SOLAN,173212,9th-10th (C ),,2025-26,"01792-221401, 9857506526",saraswatividyamandirsolan@gmail. com
925,28,5270,27580,PALAK PUBLIC SCHOOL,GULLARWALA,SOLAN,173205,9th-10th (C ),,2025-26,"82190-80185, 8219053394",sunil8219080185@gmail.com
926,29,5271,27581,"HIMACHAL ACADEMIC
SCHOOL",BAHWAN,SOLAN,173208,9th-10th (C ),,2025-26,"62303-49059,  86268-16214","himachalacademicschool@gmail.co
m"
927,30,5272,27582,PINEWOOD PUBLIC SCHOOL,NALAGARH,SOLAN,174101,9th-10th (C ),,2025-26,98172-24996,ppsnalagarh@gmail.com
928,31,5274,27583,"MOUNTAIN VALLEY PUBLIC
SCHOOL",BALAYANA,SOLAN,174103,9th-10th,,2025-26,"94592-29063, 70189-17603",mvpsbalyana@gmail.com
929,32,5491,27585,SHARDA PUBLIC SCHOOL,AMBOTA (TAKSAL),SOLAN,173220,9TH-10th (C ),,2025-26,98822-00613,sanjayraopps@gmail.com
930,33,5492,27586,"GLORY INTERNATIONAL
SCHOOL",KOTBEJA (PATHRU),SOLAN,173233,9th-10th,,2025-26,7807014172,gloryschoolindia@gmail.com
931,34,5310,27587,"VS.L.M SANSKAR BHARTI
PUBLIC SCHOOL",CHANDI,SOLAN,173236,9th-10th  (C ),,2025-26,"94180-01011, 01792-278884",vslmeducation@gmail.com
932,35,5493,27588,GUIDE CONVENT SCHOOL,BADDI,SOLAN,173205,9th-10th,,2025-26,"82198-22347,   98056-69701",guideconventschool@gmail.com
933,36,5305,27589,S.K. PUBLIC SCHOOL,CHAKKAN ROAD BADDI,SOLAN,173205,9th-10th,"11th-
12th(Sci/Comm)(c)",2025-26,92181-00026,skpublicschool4@gmail.com
934,37,5517,27590,"DPS WORLD NEW
NALAGARH","COLONY
NALAGARH",SOLAN,174101,9th - 10th (c ),,2025-26,9816008966,saraswatiadarsh@gmail.com
935,38,5518,27591,ST. BIRS SCHOOL,KASAMBOWAL,SOLAN,174102,9th-10th,,2025-26,7381200000,stbirsschool64@gmail.com
936,39,5535,27592,"D.H.PUBLIC SCHOOL
DIGGAL",DIGGAL,Solan,,9th - 10th (c ),,2025-26,8894641987,dhpsssdiggal@gmail.com
937,40,5541,,"PARAMOUNT PUBLIC
SCHOOL",JAINAGAR,SOLAN,173221,9th - 10th,,2025-26,8959330104,mlt303@gmail.com
938,41,1206,11726,"MODERN PUBLIC
SR.SEC.SCHOOL","SWARGHAT P.O
GALOT",SOLAN,174101,9th-+2(Arts/Sci)  (C ),,2025-26,"01978-284156,98173-07300",modernschool123@gmail.com
939,42,4141,28502,"LAKSHAY PUBLIC
SR.SEC.SCHOOL",ARKI,SOLAN,173208,9th-+2(Sci/Comm),,2025-26,"01796-220060, 98160-32906,
98826-00010",akash79g@gmail.com
940,43,4358,28504,S.D.SR.SEC.SCHOOL,SOLAN,SOLAN,173212,"9th-12th(Arts/Sci/Comm)
(c )",,2025-26,"01792-223964, 98058-84292",sdschool1973@gmail.com
941,44,4307,28505,B V N SR. SEC. SCHOOL,NALAGARH,SOLAN,174101,9th-+2 (Arts/Comm) (c ),,2025-26,"01795-223441,97368-23662",bvnschool@gmail.com
942,45,4308,28506,SURENDRA PUBLIC SCHOOL,NALAGARH,SOLAN,174103,9th-+2(Sci/Comm),,2025-26,"765009326,97362-74434,01795-
223256, 98160-88026",SPS-Nalagarh1984@gmail.com
943,46,4310,28509,"SARSWATI NIKETAN SR.SEC.
SCHOOL",NALWA(KASAULI),SOLAN,173204,9th-+2(Arts/Sci/Comm),,2025-26,"01792-272167,767, 94181-31822",saraswati_official@yahoo.com
944,47,4309,28511,"SHRI B.M.JAIN PUBLIC
SCHOOL",NALAGARH,SOLAN,174101,9th-+2(Arts/Sci/Comm)  (C ),,2025-26,"01795-222162, 98167-41805,
98160-78100",bmjainschool@yahoo.in
945,48,4200,28515,"SARSWATI VIDYA MANDIR
SR.SEC.SCHOOL",DARLAGHAT,SOLAN,171102,9th-+2(Sci),,2025-26,"1796-248757,98170-57270",svmdarla@yahoo.com
946,49,4322,28516,"NATIONAL PUBLIC
SR.SEC.SCHOOL",PARWANOO,SOLAN,173220,9th-+2(Arts/Comm) (C ),,2025-26,"01792-233723,94180-33723",npsssparwanoo4322@gmail.com
947,50,4324,28518,"PARWANOO PUBLIC
SCHOOL  SECTOR-V",PARWANOO,SOLAN,173220,9th-+2(Arts/Sci/Comm) (C ),,2025-26,"01792-232515, 98056-75195","parwanoopublicschool@rediffmail.c
om"
948,51,4172,28521,"SARV HITKARI
SR.SEC.SCHOOL",BHATIAN,SOLAN,174101,9th-+2(Arts/Comm) (c ),,2025-26,"01795-221257, 94180-31257",sarvhitkari221257@gmail.com
949,52,4159,28523,NEW MODEL SCHOOL,BAROTIWALA,SOLAN,174103,9th-+2(Arts/Comm) (c ),,2025-26,"70188-84279,01792-203722,
94180-40485",newmodelschoolb@gmail.com
950,53,4212,28524,"NATIONAL PUBLIC SR.SEC.
SCHOOL",DHUNDAN,SOLAN,173235,9th-+2(Arts/Sci/Comm),,2025-26,"86795-86611,01796-240891,
94591-75091",npsssdhundan@gmail.com
951,54,4245,28525,"ARYAN PUBLIC
SR.SEC.SCHOOL",JHIRIWALA,SOLAN,174101,9th-+2 (Sci/Com)  (c ),,2025-26,"01795-238443,098052-19543",schoolaryanpublic@gmail.com
952,55,4335,28526,"NAV JYOTI PUBLIC
SR.SEC.SCHOOL",RAM SHEHAR,SOLAN,174102,9th-+2(Arts/Sci/Comm),,2025-26,9418747630,njpsssramshehar@gmail.com
953,56,4140,28528,"BLUE STAR PUBLIC
SR.SEC.SCHOOL",ARKI,SOLAN,173208,9th-+2(Sci)  ©,,2025-26,"01796-220606, 94186-50296",bspsss.arki@gmail.com
954,57,4285,28529,ROYAL PUBLIC SCHOOL,LODHIMAJRA,SOLAN,174101,9th-12th(Arts/Comm),,2025-26,"01795-318333, 92182-18117,
9805218117",hroyalpublicschool@gmail.com
955,58,4319,28530,SHIVALIK PUBLIC SCHOOL,PANJEHRA,SOLAN,174101,9th-+2(Arts/Sci/Comm) (C ),NOC TO CBSE,2025-26,"98050-66131,01795-200476,
94182-69691",shivalikschoolpjr@gmail.com
956,59,4343,28531,VIVEK PUBLIC SCHOOL,SAINI MAJRA,SOLAN,174101,9th-+2 (Comm),,2025-26,"01795-265372, 98822-38119",dpssnr001@gmail.com
957,60,4163,28533,SUNRISE PUBLIC SCHOOL,BARUNA,SOLAN,174101,9th-+2(Sci/Comm),,2025-26,"98167-07991,01795-238090,
97362-00965",srps2002167@yahoo.com
958,61,4181,28534,"RISHI ADARSH VIDYALAYA
BRAHMAN BELI",NALAGARH,SOLAN,174101,9th-+2 (Arts/Comm)(c ),,2025-26,"98160-03723,01795-267052,
98166-23723",rav27532@gmail.com
959,62,4158,28535,"DOON PUBLIC
SR.SEC.SCHOOL",BAROTIWALA,SOLAN,174103,9th-+2(Sci/Comm),,2025-26,"01792-253215,94184-53788,
98177-70772",dpsbarotiwala1993@gmail.com
960,63,4138,28536,"SUSHILA PUBLIC SCHOOL
BHATOLI KHURD","VARDHMAN(BADDI
)",SOLAN,173205,9th-+2(Arts/Sci/Comm) (c ),,2025-26,"01795-244631, 88949-28911",SPS@SPSgaddi.com
961,64,4257,28537,"NAV ADARSH PUBLIC
SCHOOL",KARUANA,SOLAN,173205,9th-+2(Arts/Comm),11th-12th(Sci) (c ),2025-26,"96250-32741,43, 94182-86077",info@navadarsh.com
962,65,4144,28538,P.C.AMBRIDGE SCHOOL,BADDI,SOLAN,173205,9th-12th(Sci/Comm),NOC TO CBSE,2025-26,98163-75992,pccombridgeschool@gmail.com
963,66,4196,28539,"DAYA SHANKAR PUBLIC
SCHOOL",DADDI BHOLA,SOLAN,174101,9th-12th (Sci/Comm.),,2025-26,"01795-221516,94590-20827",sudesh46.daddi@gmail.com
964,67,4976,28540,SAIFI PUBLIC SCHOOL,GULLARWALA,SOLAN,173205,9th-+2(Sci/Comm) (C ),,2025-26,"97360-49093, 98820-99781",gulzarsaifi786@gmail.com
965,68,4326,28541,"CHAUHAN PUBLIC SR SEC
SCHOOL",PATER MIANI,SOLAN,174101,9th-+2(Arts),11th-12th(Sci/Comm),2025-26,"98168-61051,97361-21960","chauhanpublicschool704@gmail.co
m"
966,69,4334,28542,"NEW SHIWALIK PUBLIC
HIGH SCHOOL",RAMSHEHAR,SOLAN,174102,9th-12th(Arts/Sci) (c ),,2025-26,"78074-42655, 01795-258675","neweshivalikpublichighramshehar@
gmail.com"
967,70,4202,28543,"EASWARAMMA PUBLIC
SCHOOL",DARLAGHAT,SOLAN,171102,"9th-12th(Arts/Sci/Comm)
(c )",,2025-26,"01796-249258, 94183-76454",easwarammpublic@gmail.com
968,71,5536,28544,DEVISH PUBLIC SCHOOL,SHITALPUR,SOLAN,173205,9th-12th(Arts/Sci/Comm),,2025-26,,devishpublicschool@gmail.com
969,72,5538,,"SHIV JYOTI PUBLIC
SCHOOL","UPPER BATED
(BAROTIWALA)",SOLAN,174103,9th - 12th(Sci/Comm),,2025-26,1795351179,npsshivjyotischool@gmail.com
970,1,4108,29503,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",SATAUN,SIRMOUR,173029,9th-10th,,2025-26,98824-83938,svmschoolsataun@gmail.com
971,2,3985,29505,"SHISHU VIDYA NIKETAN
HIGH SCHOOL",KAFFOTA,SIRMOUR,173029,9th-10th,,2025-26,"01704-273506, 98165-68256",svnkaffota@gmail.com
972,3,4084,29506,DASSON PUBLIC SCHOOL,RAJGARH,SIRMOUR,173101,9th-10th,,2025-26,98165-25166  98053-34882,dpsrajgarh444@gmail.com
973,4,4102,29507,S.V.N. PUBLIC HIGH SCHOOL,SARAHAN,SIRMOUR,173024,9th-10th,,2025-26,",98169-80624, 86289-17648,
86268-66624",svnsarahan1988@gmail.com
974,5,4085,29508,"SHANKAR VIDYA NIKETAN
PUBLIC HIGH SCHOOL",RAJGARH,SIRMOUR,173101,9th-10th,,2025-26,"98166-15441,221141,221142,
98571-07339",svn.rajgarh@gmail.com
975,6,4053,29511,D.A.V. PUBLIC SCHOOL,NOHRA DHAR,SIRMOUR,173104,9th-10th (C ),,2025-26,"98163-25878,01702-240682",davnohra@gmail.com
976,7,4120,29515,"BAL BHARTI PUBLIC HIGH
SCHOOL",SHILLAI,SIRMOUR,173027,9th-10th,,2025-26,"01704-278554, 97361-54540",principalbbphs777@gmail.com
977,8,3957,29519,"S.K.S.M .G.P.H. HIGH
SCHOOL",GIRINAGAR,SIRMOUR,173020,9th-10th (C ),,2025-26,"01704-203276, 98163-19430",satyapalsharma68@gmail.com
978,9,4128,29521,SHARDA VIDYA MANDIR PUBLIC SCHOOL,SURLA,SIRMOUR,173001,9th-10th,,2025-26,"236084, 94184-46698, 85806-
29924","svmhighschoolsurla97@gmail.co
m"
979,10,4116,29525,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",SHILLAI,SIRMOUR,173027,9th-10th,,2025-26,"01704-278836,82191-84030,
88941-20759",svmhighschoolshillai@gmail.com
980,11,4049,29526,J.V.M. PUBLIC SCHOOL,NARAG,SIRMOUR,173024,9th-10th,,2025-26,"98162-71555, 98173-91115",jvmnar@gmail.com
981,12,4066,29527,NATIONAL PUBLIC SCHOOL,PAUNTA SAHIB,SIRMOUR,173025,9th-10th,,2025-26,94181-18001  70180-82839,npspaonta.sahib123@gmail.com
982,13,3990,29528,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",KAMRAOO,SIRMOUR,173029,9th-10th,,2025-26,"01704-271404, 98162-77790
70180-82839, 7832017790",svm1404kamroo@gmail.com
983,14,3946,29529,"ARYAN VIDYA NIKETAN
PUBLIC HIGH SCHOOL",DHAULA KUAN,SIRMOUR,173001,9th-10th,11th-12th(Arts),2025-26,"98166-62978, 97361-14678",avnschool.10@gmail.com
984,15,4109,29530,HIM PUBLIC HIGH  SCHOOL,SATAUN,SIRMOUR,173029,9th-10th,,2025-26,"98052-98956, 01704-316256",hpss.stn@gmail.com
985,16,3969,29531,"ADARSH VIDYA NIKETAN
PUBLIC HIGH SCHOOL",JAKHANA,SIRMOUR,173029,9th-10th,,2025-26,"98163-29861, 88943-50474",
986,17,3966,29532,"GURU NANAK PUBLIC
SCHOOL","JAGATPUR(MISSER
WALA)",SIRMOUR,173021,9th-10th,,2025-26,"98164-35068,93187-05167",gnpschool123@gmail.com
987,18,4043,29534,"NEW ERA ACADEMY HIGH
SCHOOL",NAHAN,SIRMOUR,173001,9th-10th,,2025-26,94186-48276,new_eraschool@redifmail.com
988,19,4075,29536,SATYA SHRI PUBLIC SCHOOL,PIPLI WALA,SIRMOUR,173001,9th-10th,,2025-26,"82198-56660, 85807-78189","satyashreepublicschool114@gma
il.com"
989,20,3983,29538,SHIVAM PUBLIC SCHOOL,KAFFOTA,SIRMOUR,173029,9th-10th,,2025-26,"098054-55166, 98056-53438",spskaffota@gmail.com
990,21,4082,29539,S.D.PUBLIC SCHOOL,RAJGARH,SIRMOUR,173101,9th-10th (C ),,2025-26,94590-29988 98059-36058,jpsnerwa@gmail.com
991,22,3975,29540,HAR SHRI NATH VIDYA NIKETAN SCHOOL,JAMTA,SIRMOUR,173001,9th-10th (C ),,2025-26,97361-20951,nareshthakur251080@gmail.com
992,23,3888,29543,SHIJRA PUBLIC SCHOOL,BANETHI,SIRMOUR,173001,9th-10th,,2025-26,"01702-235600, 98053-36108",shijra9@gmail.com
993,24,4020,29544,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",MAJRA,SIRMOUR,173021,9th-10th (C ),,2025-26,"94187-55618, 01704-254357",svmmajra87@gmail.com
994,25,3981,29548,PARAS PUBLIC SCHOOL,JATTONWALA(KOL AR),SIRMOUR,173001,9th-10th (C ),,2025-26,"94180-35407, 01704-
314605,7018492893, 94181-
34040",manoj_verma175@gmail.com
